cCiType;cCiSubType;cFKpurpose;cFKoperationSrv;cFKITSystemGK;cVendor;cModelName;SerialNo;cFKPartNumber;cFKidnumber;cFKInventoryNumber;cFKunit;iFKfloor;cFKroom;cCupboard;cLocation;dept;cMaterial;admin;cStatus;cArea;cGroup;cGarSupplier;cContractSuppName;cNameByContractSupp;dGarSupTerm;dGarDevTerm;cGarYear;cPostGatContr;cContractGuaranteeName;dPostGarContrUp1;cContractModernName;dModYearUpg1;cModContrUpg1;cContractModern2Name;dModYearUpg2;cModContrUpg2;lCPUSpeedMHz;lCPUNumber;lNumCorePerCPU;Activated;RAMVolumeFK;ram.slots.amount;ram.slots.used.amount;hdType1;hdQuantity1;hdVolume1;hdType2;hdQuantity2;hdVolume2;hdType3;hdQuantity3;hdVolume3;hdFreeSlots;IFKPower;CopperAll;CopperUsed;OpticAll;OptecUsed;cFKsobol;TcpIpHostName;TcpIpAddress;TcpIpMaskFK;TcpIpGateway;PhysicalAddress;FKctrlHost;FKctrlIP;FKctrlMask;FKctrlDomain;FKctrlMAC;cFKtofk;cUser;bUseCupboard;cCity;iLoadNum;cParentModelName;cAdmin;cStore;cNatureName
Серверное оборудование;Сервер x86;;;ЕОИ;Yadro;Yadro VEGMAN S220;205220668;;9900-01-001623 СУЭ;;;1;Маш. зал 2;9907(2RF23.09);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 2;05.09.2027;05.09.2027;2022;;;;;;;;;;2200;2;48;1;524288;12;8;SATA;2;480;NL-SAS;10;10000;;;;0;728;4;1;2;2;;;;;;;GRD-KK-RACK113;10.140.229.254;255.255.252.0;10.140.231.254;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002102-0001;;9900-01-001624 СУЭ;;;1;Маш. зал 2;9907(2RF23.07);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002102-0002;;9900-01-001625 СУЭ;;;1;Маш. зал 2;9907(2RF23.07);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002102-0003;;9900-01-001626 СУЭ;;;1;Маш. зал 2;9907(2RF23.07);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002102-0004;;9900-01-001627 СУЭ;;;1;Маш. зал 2;9907(2RF23.04);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002102-0005;;9900-01-001628 СУЭ;;;1;Маш. зал 2;9907(2RF23.03);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0010;;9900-01-001629 СУЭ;;;1;Маш. зал 2;9907(2RF23.05);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0012;;9900-01-001630 СУЭ;;;1;Маш. зал 2;9907(2RF23.08);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0013;;9900-01-001631 СУЭ;;;1;Маш. зал 2;9907(2RF23.03);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0014;;9900-01-001632 СУЭ;;;1;Маш. зал 2;9907(2RF23.07);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0015;;9900-01-001633 СУЭ;;;1;Маш. зал 2;9907(2RF23.05);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0016;;9900-01-001634 СУЭ;;;1;Маш. зал 2;9907(2RF23.05);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0017;;9900-01-001635 СУЭ;;;1;Маш. зал 2;9907(2RF23.03);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0018;;9900-01-001636 СУЭ;;;1;Маш. зал 2;9907(2RF23.04);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0019;;9900-01-001637 СУЭ;;;1;Маш. зал 2;9907(2RF23.04);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0021;;9900-01-001638 СУЭ;;;1;Маш. зал 2;9907(2RF23.03);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0022;;9900-01-001639 СУЭ;;;1;Маш. зал 2;9907(2RF23.05);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0023;;9900-01-001640 СУЭ;;;1;Маш. зал 2;9907(2RF23.08);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0024;;9900-01-001641 СУЭ;;;1;Маш. зал 2;9907(2RF23.03);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0025;;9900-01-001642 СУЭ;;;1;Маш. зал 2;9907(2RF23.08);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0027;;9900-01-001643 СУЭ;;;1;Маш. зал 2;9907(2RF23.04);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0028;;9900-01-001644 СУЭ;;;1;Маш. зал 2;9907(2RF23.05);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0029;;9900-01-001645 СУЭ;;;1;Маш. зал 2;9907(2RF23.04);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0003;;9900-01-001646 СУЭ;;;1;Маш. зал 2;9907(2RF23.05);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0030;;9900-01-001647 СУЭ;;;1;Маш. зал 2;9907(2RF23.03);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0004;;9900-01-001648 СУЭ;;;1;Маш. зал 2;9907(2RF23.04);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0040;;9900-01-001649 СУЭ;;;1;Маш. зал 2;9907(2RF23.03);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0041;;9900-01-001650 СУЭ;;;1;Маш. зал 2;9907(2RF23.05);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0043;;9900-01-001651 СУЭ;;;1;Маш. зал 2;9907(2RF23.04);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0048;;9900-01-001652 СУЭ;;;1;Маш. зал 2;9907(2RF23.05);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0049;;9900-01-001653 СУЭ;;;1;Маш. зал 2;9907(2RF23.05);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0005;;9900-01-001654 СУЭ;;;1;Маш. зал 2;9907(2RF23.03);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0050;;9900-01-001655 СУЭ;;;1;Маш. зал 2;9907(2RF23.08);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0051;;9900-01-001656 СУЭ;;;1;Маш. зал 2;9907(2RF23.08);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0052;;9900-01-001657 СУЭ;;;1;Маш. зал 2;9907(2RF23.07);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0053;;9900-01-001658 СУЭ;;;1;Маш. зал 2;9907(2RF23.08);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0054;;9900-01-001659 СУЭ;;;1;Маш. зал 2;9907(2RF23.08);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0055;;9900-01-001660 СУЭ;;;1;Маш. зал 2;9907(2RF23.03);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0056;;9900-01-001661 СУЭ;;;1;Маш. зал 2;9907(2RF23.07);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0057;;9900-01-001662 СУЭ;;;1;Маш. зал 2;9907(2RF23.07);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0058;;9900-01-001663 СУЭ;;;1;Маш. зал 2;9907(2RF23.04);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0059;;9900-01-001664 СУЭ;;;1;Маш. зал 2;9907(2RF23.07);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0006;;9900-01-001665 СУЭ;;;1;Маш. зал 2;9907(2RF23.07);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0007;;9900-01-001666 СУЭ;;;1;Маш. зал 2;9907(2RF23.08);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0008;;9900-01-001667 СУЭ;;;1;Маш. зал 2;9907(2RF23.08);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0009;;9900-01-001668 СУЭ;;;1;Маш. зал 2;9907(2RF23.04);г Городец, ул Речников, д14;ЦОКР;;;Используется;КК;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;0;Computer
