cCiType;cCiSubType;cFKpurpose;cFKoperationSrv;cFKITSystemGK;cVendor;cModelName;SerialNo;cFKPartNumber;cFKidnumber;cFKInventoryNumber;cFKunit;iFKfloor;cFKroom;cCupboard;cLocation;dept;cMaterial;admin;cStatus;cArea;cGroup;cGarSupplier;cContractSuppName;cNameByContractSupp;dGarSupTerm;dGarDevTerm;cGarYear;cPostGatContr;cContractGuaranteeName;dPostGarContrUp1;cContractModernName;dModYearUpg1;cModContrUpg1;cContractModern2Name;dModYearUpg2;cModContrUpg2;lCPUSpeedMHz;lCPUNumber;lNumCorePerCPU;Activated;RAMVolumeFK;ram.slots.amount;ram.slots.used.amount;hdType1;hdQuantity1;hdVolume1;hdType2;hdQuantity2;hdVolume2;hdType3;hdQuantity3;hdVolume3;hdFreeSlots;IFKPower;CopperAll;CopperUsed;OpticAll;OptecUsed;cFKsobol;TcpIpHostName;TcpIpAddress;TcpIpMaskFK;TcpIpGateway;PhysicalAddress;FKctrlHost;FKctrlIP;FKctrlMask;FKctrlDomain;FKctrlMAC;cFKtofk;cUser;bUseCupboard;cCity;iLoadNum;cParentModelName;cAdmin;cStore;cNatureName
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0001;;9900-01-001669 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0002;;9900-01-001670 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0003;;9900-01-001671 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0004;;9900-01-001672 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0005;;9900-01-001673 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0006;;9900-01-001674 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0045;;9900-01-001675 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0046;;9900-01-001676 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0047;;9900-01-001677 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0036;;9900-01-001678 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0037;;9900-01-001679 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0038;;9900-01-001680 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0039;;9900-01-001681 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0042;;9900-01-001682 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0044;;9900-01-001683 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0026;;9900-01-001684 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0031;;9900-01-001685 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0032;;9900-01-001686 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0033;;9900-01-001687 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0034;;9900-01-001688 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0035;;9900-01-001689 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0025;;9900-01-001690 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0026;;9900-01-001691 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0001;;9900-01-001692 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0002;;9900-01-001693 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0011;;9900-01-001694 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220630002103-0020;;9900-01-001695 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0019;;9900-01-001696 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0020;;9900-01-001697 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0021;;9900-01-001698 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0022;;9900-01-001699 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0023;;9900-01-001700 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0024;;9900-01-001701 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0013;;9900-01-001702 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0014;;9900-01-001703 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0015;;9900-01-001704 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0016;;9900-01-001705 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0017;;9900-01-001706 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0018;;9900-01-001707 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0007;;9900-01-001708 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0008;;9900-01-001709 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0009;;9900-01-001710 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0010;;9900-01-001711 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0011;;9900-01-001712 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
Серверное оборудование;Сервер x86;;;ЕОИ;Аквариус;Аквариус  T50 D110СF;2220627002101-0012;;9900-01-001713 СУЭ;;;1;166;Пом. 166;г. Дубна, ул. Технологическая, д. 2;ЦОКР;;;На складе;;;;ФКУ0091/03/2022/ЭЦИ;Сервер ЕОИ № 2 Тип 3;05.09.2027;05.09.2027;2022;;;;;;;;;;2400;2;48;1;1048576;12;16;SATA;2;480;;;;;;;0;505;1;1;4;4;;;;;;;;;;;;99;0;1;;999;Сервер х86;Куратор не присвоен;FKIndefined_для миграции;Computer
